App Start Logs,App ID,Action,Worker Type,Lead Time,Reason Description,Reason Type
2022-11-12 3:30:00,6352c9642ec97901b57c931e,APP_CLAIM,Electrician,512.825556,,
2022-11-13 19:30:00,636efaae6a7f0301b6d76681,APP_CLAIM,Electrician,14.429167,,
2022-11-13 19:30:00,636efaae6a7f0301b6d76681,USER_CANCEL,Electrician,14.418333,,NONE
2022-11-14 3:30:00,635744447abeab01b655c47e,APP_CLAIM,Electrician,372.454444,,
2022-11-14 3:30:00,63574445e7f0ac01b4ddf339,APP_CLAIM,Electrician,120.845,,
2022-11-14 3:30:00,63574445e7f0ac01b4ddf339,CUST_CANCEL_FILLED,Electrician,22.817778,,STAFFED_IN_HOUSE
2022-11-15 3:30:00,6352c98d2ec97901b57c9515,APP_CLAIM,Electrician,584.806111,,
2022-11-15 3:30:00,63574468e7f0ac01b4ddfa48,APP_CLAIM,Electrician,145.044167,,
2022-11-15 3:30:00,63574468e7f0ac01b4ddfa48,APP_VERIFY,Electrician,-16.016667,,
2022-11-16 3:30:00,6352c9992ec97901b57c957d,APP_CLAIM,Electrician,608.793889,,
2022-11-22 3:30:00,63574546ee9a7c01b57cf957,APP_CLAIM,Electrician,564.464444,,
2022-11-22 3:30:00,63574546ee9a7c01b57cf957,APP_CLAIM,Electrician,313.025278,,
2022-11-22 3:30:00,63574546ee9a7c01b57cf957,CUST_CANCEL_FILLED,Electrician,6.305278,,STAFFED_IN_HOUSE
2022-11-23,637ceed03456fc01b4f48193,APP_CLAIM,Electrician,4.281667,,
2022-11-23 3:30:00,635745407abeab01b655d3b3,APP_CLAIM,Electrician,588.472222,,
2022-11-23 3:30:00,635745407abeab01b655d3b3,APP_CLAIM,Electrician,337.034444,,
2022-11-23 3:30:00,635745407abeab01b655d3b3,CUST_CANCEL_FILLED,Electrician,16.059444,,STAFFED_IN_HOUSE
2022-11-24 3:30:00,635745247abeab01b655d290,APP_CLAIM,Electrician,274.010833,,
2022-11-24 3:30:00,635745257abeab01b655d29f,APP_CLAIM,Electrician,31.758056,,
2022-11-24 3:30:00,635745247abeab01b655d290,USER_CANCEL,Electrician,273.988611,,NONE
2022-11-26 3:30:00,63574502e7f0ac01b4ddffbd,APP_CLAIM,Electrician,660.48,,
2022-11-26 3:30:00,63574502e7f0ac01b4ddffbd,APP_CLAIM,Electrician,409.039722,,
2022-11-26 3:30:00,63574502e7f0ac01b4ddffbd,APP_VERIFY,Electrician,-9.537222,,
2022-11-29 3:30:00,63574594e7f0ac01b4de0b10,APP_CLAIM,Electrician,481.0175,,
2022-11-29 3:30:00,63574594e7f0ac01b4de0b10,APP_CLAIM,Electrician,696.624722,,
2022-11-29 3:30:00,63574594e7f0ac01b4de0b10,USER_CANCEL,Electrician,194.022222,,NONE
2022-11-30 3:30:00,635745b47abeab01b655e148,APP_CLAIM,Electrician,504.810556,,
2022-11-30 3:30:00,635745b47abeab01b655e148,APP_CLAIM,Electrician,720.616389,,
